117eB00,26,61,20,7,42,46,82,26,0,0,2,2,4,14,35,0,0,0,0,0,0,0,0,0,0,0,3
11bgA00,3,21,10,0,14,20,18,8,0,0,3,0,2,6,18,0,0,0,0,0,0,0,0,0,0,0,3
132lA00,8,27,11,1,9,8,20,27,0,0,0,2,0,2,21,0,0,0,0,0,0,0,0,0,1,0,1
19hcA02,6,22,29,0,15,12,25,9,0,0,1,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,3
1a03A00,2,1,0,4,9,1,1,0,1,6,5,0,7,2,27,0,2,2,2,1,3,5,2,1,1,3,1
1a03B00,4,1,0,3,8,0,2,0,0,6,3,2,9,0,36,0,2,1,7,3,4,11,0,0,0,6,1
1a07B00,6,17,9,0,14,18,19,10,0,0,0,0,1,5,14,0,0,0,0,0,0,0,0,0,0,0,3
1a08B00,5,12,5,0,9,23,18,10,0,0,1,1,1,6,13,0,0,0,0,0,0,0,0,0,0,0,3
1a09A00,6,16,8,0,13,22,15,10,0,0,0,1,1,6,15,0,0,0,0,0,0,0,0,0,0,0,3
1a09B00,3,10,7,0,13,22,18,10,0,0,0,0,1,7,14,0,0,0,0,0,0,0,0,0,0,0,3
1a0aA00,3,2,8,1,1,2,8,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4
1a0hA02,1,6,14,0,4,2,5,7,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4
1a0hD01,10,24,19,0,3,14,14,8,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
1a0hD02,1,11,12,0,2,0,4,6,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,4
1a0hE02,4,37,15,0,7,14,17,8,0,0,0,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,2
1a0iA01,4,7,10,1,10,12,15,2,0,0,0,1,1,3,19,0,0,0,0,0,0,0,0,0,0,0,3
1a0iA02,5,12,7,0,15,23,24,4,0,0,0,1,0,6,13,0,0,0,0,0,0,0,0,0,0,0,2
1a0jC02,8,26,15,1,4,27,18,7,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,2
1a0lB02,3,22,10,0,12,16,22,7,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,2
1a0nB00,4,2,1,0,14,12,18,2,0,0,3,2,5,17,1,0,0,0,0,0,0,0,0,0,0,0,2
1a0oF00,2,21,8,0,2,9,2,4,0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,3
1a0oH00,1,17,2,0,5,12,3,4,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3
1a0rP02,5,6,8,0,3,5,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
1a14H00,5,27,5,2,23,33,19,3,0,0,1,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,2
1a15A00,3,7,10,0,2,12,11,7,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2
1a15B00,5,10,10,0,3,11,7,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
1a1aA00,6,14,8,0,15,18,17,10,0,0,0,1,1,6,16,0,0,0,0,0,0,0,0,0,0,0,3
1a1aB00,5,9,7,0,12,19,18,10,0,0,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,3
1a1bB00,4,12,6,0,10,17,19,11,0,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,0,0,3
1a1cB00,4,13,6,0,12,18,21,10,0,0,1,1,1,6,14,0,0,0,0,0,0,0,0,0,0,0,3
1a1eA00,5,18,9,0,13,20,13,8,0,0,1,1,1,6,15,0,0,0,0,0,0,0,0,0,0,0,3
1a1fA01,2,1,6,0,3,2,3,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3
1a1fA02,1,2,2,0,2,3,4,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3
1a1gA01,2,1,3,0,2,4,4,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3
1a1hA01,1,2,4,0,3,2,2,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3
1a1hA02,0,2,2,0,2,3,4,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3
1a1iA01,2,1,5,0,3,3,2,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3
1a1iA03,0,2,2,0,2,3,3,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3
1a1jA01,2,1,5,0,3,2,2,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3
1a1kA01,2,1,6,0,2,2,2,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3
1a1lA01,2,1,7,0,3,2,2,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3
1a1rA01,1,9,4,0,8,19,7,5,0,0,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,2
1a1rA02,5,10,7,0,9,23,19,6,0,0,1,1,1,12,6,0,0,0,0,0,0,0,0,0,0,0,2
1a1rB01,2,14,10,0,7,19,11,4,0,0,1,2,4,6,9,0,0,0,0,0,1,0,0,0,0,0,2
1a1rB02,2,6,7,0,13,25,23,5,0,0,2,1,1,9,6,0,0,0,0,0,0,0,0,0,0,0,2
1a1tA00,2,3,1,3,8,2,18,7,0,3,3,2,3,7,1,0,0,0,0,0,2,0,0,1,0,2,4
1a1vA02,7,43,13,0,26,12,18,10,0,0,3,2,0,7,19,0,0,0,0,0,0,0,0,0,0,0,3
1a21A01,3,29,10,0,2,27,14,5,0,0,3,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,2
1a21B01,3,22,12,0,2,24,15,6,0,0,3,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,2
1a22B02,5,20,9,0,11,33,24,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1a24A00,11,9,2,10,54,8,24,6,3,28,18,11,15,23,80,0,2,1,4,1,6,0,0,1,2,0,3
1a2dB00,7,37,2,0,10,35,23,6,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,2
1a2iA00,5,10,10,0,15,8,27,11,0,2,1,0,1,6,16,0,0,0,0,0,0,0,0,0,0,2,3
1a2sA00,7,15,4,4,21,7,15,5,0,0,1,3,3,1,26,0,0,0,0,0,0,1,0,0,0,0,1
1a2wA00,2,22,11,0,13,20,14,7,0,0,3,1,1,6,18,0,0,0,0,0,0,0,0,0,0,0,3
1a31A02,7,28,18,0,0,16,12,6,0,0,0,2,1,1,16,0,0,0,0,0,0,0,0,0,0,0,2
1a31A03,6,17,7,1,9,13,14,6,0,0,2,4,0,8,59,0,0,0,0,0,0,0,0,0,0,1,3
1a34A00,10,15,14,2,21,24,29,10,0,1,7,1,7,21,2,0,0,0,0,0,1,0,0,0,0,0,2
1a35A02,6,18,17,0,2,12,19,7,0,0,0,2,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2
1a36A01,12,34,26,0,10,13,23,8,0,0,0,2,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2
1a3pA00,0,5,3,2,7,2,6,3,0,1,5,1,4,12,0,0,0,0,0,0,0,0,0,1,1,0,2
1a3xA03,4,37,9,0,6,18,30,3,0,0,0,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2
1a3xB03,5,34,9,0,6,15,33,3,0,0,0,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,2
1a3yA00,13,41,9,1,15,44,21,8,0,0,0,1,2,12,16,0,0,0,0,0,0,0,0,0,0,0,2
1a3yB00,10,38,4,2,18,44,24,8,0,0,0,2,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2
1a45A02,3,18,13,4,21,25,24,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2
1a49C03,7,34,7,0,6,22,17,3,0,0,2,5,1,3,5,0,0,0,0,0,0,0,0,1,1,0,2
1a4aB00,13,47,16,1,21,23,12,10,0,0,2,1,6,5,11,0,0,0,0,0,0,0,0,0,0,0,2
1a4bA00,13,56,13,2,24,23,15,11,0,0,2,1,7,3,11,0,0,0,0,0,0,0,0,0,0,0,2
1a4bB00,12,46,13,1,22,19,16,10,0,0,2,1,7,6,11,0,0,0,0,0,1,0,0,0,0,0,2
1a4cA00,11,45,14,2,27,21,17,11,0,0,1,1,6,5,11,0,0,0,0,0,0,0,0,0,0,0,2
1a4cB00,12,44,13,2,23,23,19,11,0,1,1,1,9,4,11,0,0,0,0,0,0,0,0,0,0,0,2
1a4yE00,7,28,9,0,20,22,17,7,0,0,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,3
1a57A00,1,1,3,2,16,19,36,3,0,4,8,6,7,54,4,0,0,0,0,0,4,1,0,2,2,0,2
1a5dB02,6,23,12,3,23,21,17,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2
